,loc,Phylum,taxlevel,intersect,unique_edna,unique_trad,count_intersect,count_unique_edna,count_unique_trad,percent_inter_trad,percent_inter_edna
89,McLaughlin_Natural_Reserve,Streptophyta,Family,Adoxaceae;Apiaceae;Asteraceae;Brassicaceae;Caryophyllaceae;Fabaceae;Geraniaceae;Hydrophyllaceae;Juncaceae;Lamiaceae;Malvaceae;Montiaceae;Oleaceae;Orchidaceae;Orobanchaceae;Papaveraceae;Phrymaceae;Pinaceae;Plantaginaceae;Poaceae;Polemoniaceae;Primulaceae;Rubiaceae;Salicaceae;Saxifragaceae,Aizoaceae;Araceae;Aulacomniaceae;Brachytheciaceae;Bryaceae;Cyatheaceae;Fissidentaceae;Funariaceae;Klebsormidiaceae;Lejeuneaceae;Leucobryaceae;Porellaceae;Pottiaceae;Zygnemataceae,Amaranthaceae;Amaryllidaceae;Anacardiaceae;Apocynaceae;Asparagaceae;Boraginaceae;Calycanthaceae;Campanulaceae;Caprifoliaceae;Chenopodiaceae;Cistaceae;Convolvulaceae;Cornaceae;Crassulaceae;Cucurbitaceae;Cupressaceae;Cyperaceae;Datiscaceae;Equisetaceae;Ericaceae;Euphorbiaceae;Fagaceae;Garryaceae;Gentianaceae;Grossulariaceae;Heliotropiaceae;Hypericaceae;Iridaceae;Juglandaceae;Juncaginaceae;Lauraceae;Liliaceae;Linaceae;Loasaceae;Lythraceae;Melanthiaceae;Namaceae;Onagraceae;Polygalaceae;Polygonaceae;Polypodiaceae;Potamogetonaceae;Pteridaceae;Ranunculaceae;Rhamnaceae;Rosaceae;Sapindaceae;Scrophulariaceae;Simaroubaceae;Solanaceae;Tamaricaceae;Taxaceae;Tecophilaeaceae;Typhaceae;Urticaceae;Verbenaceae;Violaceae;Viscaceae;Vitaceae,25,14,59,30%,64%
90,McLaughlin_Natural_Reserve,Streptophyta,Genus,Anagallis;Anthriscus;Artemisia;Avena;Brassica;Briza;Bromus;Calamagrostis;Cardamine;Carduus;Castilleja;Cerastium;Claytonia;Daucus;Festuca;Fraxinus;Galium;Gastridium;Geranium;Hordeum;Juncus;Lolium;Lomatium;Lotus;Melilotus;Micropus;Nassella;Petrorhagia;Pinus;Poa;Polypogon;Populus;Sambucus;Silene;Stellaria;Torilis;Trifolium;Triphysaria,Acanthophyllum;Aulacomnium;Callirhoe;Catapodium;Cyclolejeunea;Dianthus;Dielsiochloa;Diplasiolejeunea;Donrichardsia;Echinopogon;Ellisia;Erythranthe;Eurhynchium;Fissidens;Funaria;Gemmabryum;Hyptis;Klebsormidium;Leptosiphon;Leucobryum;Mesembryanthemum;Micranthes;Oryza;Papaver;Pimpinella;Polycarpon;Porella;Ptychostomum;Raddiella;Schismus;Sibthorpia;Spirogyra;Zygnema,Acer;Achillea;Achyrachaena;Adenostoma;Adiantum;Aegilops;Aesculus;Agoseris;Ailanthus;Aira;Allium;Allophyllum;Amaranthus;Amsinckia;Anaphalis;Ancistrocarphus;Angelica;Antennaria;Anthemis;Antirrhinum;Aphanes;Apiastrum;Apocynum;Aquilegia;Arabis;Arceuthobium;Arctostaphylos;Asclepias;Aspidotis;Aster;Astragalus;Athysanus;Atriplex;Baccharis;Balsamorhiza;Barbarea;Bellardia;Brickellia;Brodiaea;Calandrinia;Calochortus;Calycadenia;Calycanthus;Calyptridium;Calystegia;Camissonia;Campanula;Capsella;Carex;Ceanothus;Centaurea;Centaurium;Centunculus;Cercis;Cercocarpus;Chaenactis;Cheilanthes;Chenopodium;Chlorogalum;Chorizanthe;Cirsium;Clarkia;Clematis;Collinsia;Collomia;Convolvulus;Conyza;Cordylanthus;Cornus;Crassula;Croton;Crypsis;Cryptantha;Cupressus;Cuscuta;Cynoglossum;Cynosurus;Cytisus;Dactylis;Datisca;Delphinium;Deschampsia;Dicentra;Dichelostemma;Distichlis;Dodecatheon;Dudleya;Echinochloa;Eleocharis;Elymus;Emmenanthe;Epilobium;Epipactis;Equisetum;Erigeron;Eriodictyon;Eriogonum;Eriophyllum;Erodium;Erysimum;Eschscholzia;Euphorbia;Euthamia;Filago;Fremontodendron;Fritillaria;Garrya;Gilia;Githopsis;Gnaphalium;Grindelia;Guillenia;Hainardia;Helenium;Helianthella;Helianthemum;Helianthus;Heliotropium;Hemizonia;Hesperevax;Hesperolinon;Hesperostipa;Heterocodon;Heteromeles;Hieracium;Hirschfeldia;Hoita;Holocarpha;Holodiscus;Horkelia;Hypericum;Hypochaeris;Iris;Juglans;Juniperus;Keckiella;Koeleria;Lactuca;Lagophylla;Lamium;Lasthenia;Lathyrus;Layia;Lepechinia;Lepidium;Lessingia;Lewisia;Lilium;Linanthus;Lithophragma;Lonicera;Lupinus;Lythrum;Madia;Malacothamnus;Malacothrix;Marah;Marrubium;Matricaria;Medicago;Melica;Mentzelia;Microseris;Mimulus;Minuartia;Monardella;Navarretia;Nemacladus;Nemophila;Nicotiana;Odontostomum;Orobanche;Parapholis;Pectocarya;Pedicularis;Pellaea;Penstemon;Pentagramma;Perideridia;Phacelia;Phalaris;Phlox;Phoradendron;Phragmites;Pickeringia;Piptatherum;Plagiobothrys;Plantago;Platanthera;Platystemon;Plectritis;Pogogyne;Polygala;Polygonum;Polypodium;Potamogeton;Potentilla;Psilocarphus;Pterostegia;Quercus;Rafinesquia;Ranunculus;Raphanus;Rhamnus;Rhododendron;Rhus;Ribes;Rigiopappus;Robinia;Rosa;Rubus;Rumex;Sagina;Salix;Salsola;Salvia;Sanicula;Saxifraga;Scandix;Scirpus;Scribneria;Scrophularia;Scutellaria;Senecio;Sidalcea;Silybum;Sisyrinchium;Solanum;Solidago;Sonchus;Sorghum;Spergularia;Spiranthes;Stachys;Stephanomeria;Streptanthus;Symphoricarpos;Taeniatherum;Tamarix;Tanacetum;Taraxacum;Thalictrum;Thelypodium;Thermopsis;Thlaspi;Thysanocarpus;Torreya;Toxicodendron;Tragopogon;Trichostema;Triglochin;Triteleia;Typha;Umbellularia;Uropappus;Urtica;Verbascum;Verbena;Veronica;Vicia;Viola;Vitis;Wyethia;Xanthium;Yabea;Zigadenus,38,33,266,13%,54%
91,Motte_Rimrock,Chordata,Order,NA,NA,Anseriformes;Anura;Apodiformes;Caprimulgiformes;Carnivora;Caudata;Charadriiformes;Ciconiiformes;Columbiformes;Cuculiformes;Didelphimorphia;Falconiformes;Galliformes;Lagomorpha;Passeriformes;Pelecaniformes;Piciformes;Rodentia;Squamata;Strigiformes;Trochiliformes,0,0,21,0%,NA
92,Motte_Rimrock,Chordata,Family,NA,NA,Accipitridae;Aegithalidae;Alaudidae;Anatidae;Anguidae;Apodidae;Ardeidae;Boidae;Bombycillidae;Canidae;Caprimulgidae;Cathartidae;Certhiidae;Cervidae;Charadriidae;Colubridae;Columbidae;Corvidae;Cricetidae;Didelphidae;Dipsadidae;Eublepharidae;Falconidae;Felidae;Fringillidae;Geomyidae;Heteromyidae;Hirundinidae;Hylidae;Icteridae;Iguanidae;Laniidae;Laridae;Leporidae;Leptotyphlopidae;Mephitidae;Mimidae;Motacillidae;Mustelidae;Neomorphidae;Odontophoridae;Parulidae;Passerellidae;Passeridae;Pelecanidae;Pelobatidae;Phalacrocoracidae;Phasianidae;Phrynosomatidae;Picidae;Plethodontidae;Scincidae;Sciuridae;Scolopacidae;Sittidae;Strigidae;Sturnidae;Sylviidae;Teiidae;Thraupidae;Threskiornithidae;Trochilidae;Turdidae;Tyrannidae;Tytonidae;Viperidae;Vireonidae,0,0,67,0%,NA
93,Motte_Rimrock,Chordata,Genus,NA,NA,Accipiter;Actitis;Aeronautes;Agelaius;Aimophila;Alectoris;Ammodramus;Amphispiza;Anas;Anser;Anthus;Aphelocoma;Aquila;Archilochus;Ardea;Asio;Aspidoscelis;Athene;Batrachoseps;Bombycilla;Branta;Bubo;Buteo;Calamospiza;Callipepla;Calypte;Campylorhynchus;Canis;Cardellina;Carduelis;Carpodacus;Cathartes;Catharus;Catherpes;Chaetodipus;Chaetura;Chamaea;Charadrius;Chondestes;Chordeiles;Circus;Colaptes;Coleonyx;Columba;Columbina;Contopus;Corvus;Crotalus;Diadophis;Didelphis;Dipodomys;Elanus;Empidonax;Eremophila;Eumeces;Euphagus;Falco;Felis;Geococcyx;Geothlypis;Gerrhonotus;Hirundo;Hyla;Icteria;Icterus;Junco;Lampropeltis;Lanius;Larus;Leptotyphlops;Lepus;Lichanura;Lynx;Masticophis;Melanerpes;Melospiza;Mephitis;Microtus;Mimus;Molothrus;Mustela;Myiarchus;Neotoma;Numenius;Nycticorax;Odocoileus;Oporornis;Oreoscoptes;Otus;Pandion;Passer;Passerculus;Passerella;Passerina;Pelecanus;Peromyscus;Phainopepla;Phalacrocorax;Phalaenoptilus;Phasianus;Pheucticus;Phrynosoma;Picoides;Pipilo;Piranga;Pituophis;Plegadis;Polioptila;Pooecetes;Progne;Psaltriparus;Regulus;Reithrodontomys;Rhinocheilus;Salpinctes;Salvadora;Sauromalus;Sayornis;Scaphiopus;Sceloporus;Selasphorus;Setophaga;Sialia;Sitta;Spermophilus;Spizella;Stelgidopteryx;Sterna;Streptopelia;Sturnella;Sturnus;Sylvilagus;Tachycineta;Thomomys;Thryomanes;Toxostoma;Trimorphodon;Troglodytes;Turdus;Tyrannus;Tyto;Urocyon;Uta;Vermivora;Vireo;Vulpes;Xanthocephalus;Zenaida;Zonotrichia,0,0,149,0%,NA
94,Motte_Rimrock,Arthropoda,Order,Lepidoptera,Araneae;Coleoptera;Diptera;Hemiptera;Hymenoptera;Mysida;Oribatida;Podocopida;Pseudoscorpiones;Trombidiformes,NA,1,10,0,100%,9%
95,Motte_Rimrock,Arthropoda,Family,NA,Caeculidae;Cerambycidae;Chrysomelidae;Cicadellidae;Cyprididae;Elachistidae;Formicidae;Larcidae;Lygaeidae;Mysidae;Nabidae;Neanuridae;Nemesiidae;Nepticulidae;Nothridae;Pipunculidae;Tegoribatidae;Trombiculidae,Hesperiidae;Lycaenidae;Nymphalidae;Papilionidae;Pieridae;Riodinidae,0,18,6,0%,0%
96,Motte_Rimrock,Arthropoda,Genus,NA,Agriophara;Aname;Anchialina;Callosobruchus;Chalarus;Cleonaria;Cypridopsis;Eutrombicula;Exitianus;Larca;Linepithema;Microcaeculus;Nabis;Nothrus;Nysius;Scutozetes;Stigmella,Anthocharis;Apodemia;Aricia;Callophrys;Chlosyne;Colias;Danaus;Erynnis;Euphilotes;Euphydryas;Glaucopsyche;Heliopetes;Hemiargus;Junonia;Leptotes;Limenitis;Mitoura;Nathalis;Ochlodes;Papilio;Phoebis;Phyciodes;Pieris;Polygonia;Pontia;Pyrgus;Satyrium;Strymon;Vanessa,0,17,29,0%,0%
97,Motte_Rimrock,Streptophyta,Order,Asparagales;Asterales;Boraginales;Brassicales;Caryophyllales;Dipsacales;Fabales;Geraniales;Malpighiales;Malvales;Poales;Ranunculales;Saxifragales,Bryales;Chlorokybales;Dicranales;Funariales;Hypnales;Klebsormidiales;Marchantiales;Mesostigmatales;Pinales;Porellales;Pottiales;Zingiberales,Apiales;Cucurbitales;Cupressales;Ericales;Fagales;Gentianales;Lamiales;Liliales;Myrtales;Piperales;Polypodiales;Proteales;Rosales;Santalales;Sapindales;Selaginellales;Solanales,13,12,17,43%,52%
98,Motte_Rimrock,Streptophyta,Family,Adoxaceae;Asteraceae;Boraginaceae;Brassicaceae;Caryophyllaceae;Crassulaceae;Fabaceae;Geraniaceae;Juncaceae;Malvaceae;Papaveraceae;Poaceae;Ranunculaceae;Salicaceae,Aizoaceae;Brachytheciaceae;Bryaceae;Chlorokybaceae;Chrysobalanaceae;Funariaceae;Klebsormidiaceae;Lejeuneaceae;Leucobryaceae;Marchantiaceae;Mesostigmataceae;Musaceae;Orchidaceae;Pinaceae;Porellaceae;Pottiaceae,Anacardiaceae;Apiaceae;Apocynaceae;Asparagaceae;Cactaceae;Campanulaceae;Chenopodiaceae;Convolvulaceae;Cucurbitaceae;Cupressaceae;Dryopteridaceae;Euphorbiaceae;Fagaceae;Gentianaceae;Heliotropiaceae;Hydrophyllaceae;Lamiaceae;Liliaceae;Montiaceae;Myrtaceae;Nyctaginaceae;Oleaceae;Onagraceae;Orobanchaceae;Phrymaceae;Plantaginaceae;Platanaceae;Polemoniaceae;Polygonaceae;Pteridaceae;Rhamnaceae;Rosaceae;Rubiaceae;Saururaceae;Selaginellaceae;Solanaceae;Tamaricaceae;Typhaceae;Urticaceae;Viscaceae,14,16,40,26%,47%
99,Motte_Rimrock,Streptophyta,Genus,Crassula;Erodium;Festuca;Juncus;Salix;Sambucus;Schismus,Anomobryum;Brassica;Bryum;Calamagrostis;Cardamine;Chlorokybus;Corchorus;Donrichardsia;Eurhynchium;Gemmabryum;Interfilum;Klebsormidium;Leucobryum;Lolium;Marchantia;Mesembryanthemum;Mesostigma;Musa;Oreocarya;Papaver;Pinus;Porella;Ptychostomum;Ranunculus;Raphanus;Rhodiola;Thalictrum,Achnatherum;Acourtia;Amsinckia;Ancistrocarphus;Anemopsis;Antirrhinum;Apiastrum;Artemisia;Astragalus;Avena;Baccharis;Bebbia;Brickellia;Brodiaea;Bromus;Calandrinia;Calochortus;Calyptridium;Calystegia;Camissonia;Castilleja;Caulanthus;Centaurea;Centaurium;Chamaesyce;Cheilanthes;Chenopodium;Chorizanthe;Cirsium;Clarkia;Claytonia;Clematis;Conyza;Croton;Cryptantha;Cucurbita;Cuscuta;Datura;Delphinium;Dichelostemma;Dryopteris;Dudleya;Emmenanthe;Encelia;Epilobium;Eriastrum;Eriogonum;Eriophyllum;Eschscholzia;Eucalyptus;Eucrypta;Filago;Forestiera;Galium;Gilia;Gnaphalium;Gutierrezia;Helianthus;Heliotropium;Hemizonia;Hirschfeldia;Hordeum;Hypochaeris;Isocoma;Juniperus;Keckiella;Lactuca;Lamarckia;Lasthenia;Layia;Lessingia;Leymus;Linanthus;Linaria;Loeflingia;Lotus;Lupinus;Malacothamnus;Malosma;Marah;Marrubium;Matricaria;Melica;Melilotus;Mimulus;Mirabilis;Muhlenbergia;Nemacladus;Nemophila;Nicotiana;Opuntia;Parietaria;Pectocarya;Pellaea;Pentagramma;Phacelia;Phoradendron;Plagiobothrys;Platanus;Platystemon;Polypogon;Populus;Prunus;Pterostegia;Quercus;Rafinesquia;Rhamnus;Rhus;Ricinus;Rumex;Salvia;Sarcostemma;Schinus;Selaginella;Sisymbrium;Solanum;Sonchus;Stachys;Stephanomeria;Stillingia;Stylocline;Tamarix;Tetradymia;Toxicodendron;Trichostema;Trifolium;Tropidocarpum;Typha;Uropappus;Urtica;Yucca,7,27,131,5%,21%
100,Quail_Ridge,Chordata,Order,NA,NA,Anseriformes;Anura;Apodiformes;Caprimulgiformes;Carnivora;Caudata;Charadriiformes;Chiroptera;Ciconiiformes;Columbiformes;Coraciiformes;Cuculiformes;Didelphimorphia;Falconiformes;Galliformes;Gruiformes;Insectivora;Lagomorpha;Passeriformes;Pelecaniformes;Piciformes;Podicipediformes;Rodentia;Squamata;Strigiformes;Testudines;Trochiliformes,0,0,27,0%,NA
101,Quail_Ridge,Chordata,Family,NA,NA,Accipitridae;Aegithalidae;Anatidae;Anguidae;Apodidae;Ardeidae;Boidae;Bombycillidae;Bufonidae;Canidae;Caprimulgidae;Cathartidae;Certhiidae;Cervidae;Cerylidae;Charadriidae;Coccyzidae;Colubridae;Columbidae;Corvidae;Cricetidae;Dicamptodontidae;Didelphidae;Dipodidae;Dipsadidae;Emydidae;Erethizontidae;Falconidae;Felidae;Fringillidae;Geomyidae;Heteromyidae;Hirundinidae;Hylidae;Icteridae;Laridae;Leporidae;Mephitidae;Mimidae;Molossidae;Muridae;Mustelidae;Odontophoridae;Paridae;Parulidae;Passerellidae;Pelobatidae;Phalacrocoracidae;Phasianidae;Phrynosomatidae;Picidae;Plethodontidae;Podicipedidae;Procyonidae;Rallidae;Ranidae;Salamandridae;Scincidae;Sciuridae;Scolopacidae;Sittidae;Soricidae;Strigidae;Sturnidae;Suidae;Sylviidae;Talpidae;Teiidae;Thraupidae;Trochilidae;Turdidae;Tyrannidae;Ursidae;Vespertilionidae;Vireonidae,0,0,75,0%,NA
102,Quail_Ridge,Chordata,Genus,NA,NA,Accipiter;Actitis;Aechmophorus;Aeronautes;Agelaius;Aimophila;Amphispiza;Anas;Aneides;Antrozous;Aphelocoma;Aquila;Archilochus;Ardea;Aspidoscelis;Baeolophus;Bassariscus;Batrachoseps;Bombycilla;Branta;Bubo;Bucephala;Bufo;Buteo;Callipepla;Calypte;Canis;Cardellina;Carduelis;Carpodacus;Cathartes;Catharus;Catherpes;Certhia;Ceryle;Chaetura;Chamaea;Charadrius;Charina;Chondestes;Circus;Clemmys;Coccyzus;Colaptes;Coluber;Columba;Contia;Contopus;Corvus;Corynorhinus;Cyanocitta;Diadophis;Dicamptodon;Didelphis;Dipodomys;Dryocopus;Elanus;Elgaria;Empidonax;Ensatina;Eptesicus;Erethizon;Euphagus;Falco;Felis;Fulica;Glaucidium;Haliaeetus;Hirundo;Hyla;Hypsiglena;Icterus;Ixoreus;Junco;Lampropeltis;Larus;Lasionycteris;Lasiurus;Lepus;Lontra;Loxia;Lynx;Masticophis;Melanerpes;Meleagris;Melospiza;Mephitis;Mergus;Microtus;Molothrus;Mus;Mustela;Myiarchus;Myotis;Neotoma;Odocoileus;Ondatra;Oreortyx;Otus;Pandion;Passerella;Passerina;Perognathus;Peromyscus;Phainopepla;Phalacrocorax;Phalaenoptilus;Pheucticus;Phrynosoma;Picoides;Pipilo;Pipistrellus;Piranga;Pituophis;Plestiodon;Podilymbus;Poecile;Polioptila;Procyon;Psaltriparus;Puma;Rana;Rattus;Regulus;Reithrodontomys;Rhinocheilus;Sayornis;Scapanus;Scaphiopus;Sceloporus;Sciurus;Selasphorus;Setophaga;Sialia;Sitta;Sorex;Spermophilus;Sphyrapicus;Spilogale;Spizella;Stelgidopteryx;Sturnella;Sturnus;Sus;Sylvilagus;Tachycineta;Tadarida;Tamias;Taricha;Taxidea;Thamnophis;Thomomys;Thryomanes;Toxostoma;Troglodytes;Turdus;Tyrannus;Urocyon;Ursus;Vermivora;Vireo;Vulpes;Zapus;Zenaida;Zonotrichia,0,0,165,0%,NA
103,Quail_Ridge,Arthropoda,Order,NA,Coleoptera;Diptera;Hemiptera;Mesostigmata;Odonata;Oribatida;Orthoptera;Podocopida;Trombidiformes,Hymenoptera;Lepidoptera,0,9,2,0%,0%
104,Quail_Ridge,Arthropoda,Family,NA,Cerambycidae;Cyprididae;Isotomidae;Katiannidae;Mycetophilidae;Phytoseiidae;Protoneuridae;Reduviidae;Rhaphidophoridae;Scutacaridae;Sminthurididae,Acrolophidae;Adelidae;Andrenidae;Apidae;Autostichidae;Blastobasidae;Carposinidae;Colletidae;Cosmopterigidae;Cossidae;Crambidae;Elachistidae;Erebidae;Gelechiidae;Geometridae;Halictidae;Hesperiidae;Lasiocampidae;Lycaenidae;Lymantriidae;Megachilidae;Noctuidae;Nolidae;Notodontidae;Nymphalidae;Oecophoridae;Papilionidae;Pieridae;Plutellidae;Pterophoridae;Pyralidae;Saturniidae;Sesiidae;Sphingidae;Tineidae;Tortricidae;Ypsolophidae,0,11,37,0%,0%
105,Quail_Ridge,Arthropoda,Genus,NA,Dolichopoda;Heterocypris;Neoneura;Prionus;Rhynocoris;Sciophila;Sminthurides,Abagrotis;Acerra;Achroia;Achyra;Acleris;Acrobasis;Acrolophus;Acronicta;Adela;Adelpha;Adelphagrotis;Aglossa;Agonopterix;Agriphila;Agrochola;Agrotis;Amblyptilia;Amblyscirtes;Amorbia;Amphipoea;Amphipyra;Amyelois;Anarta;Ancylis;Andrena;Andropolia;Anhimella;Annaphila;Anopina;Antaeotricha;Antheraea;Anthocharis;Anthophora;Apamea;Apantesis;Apis;Apodrepanulatrix;Apomyelois;Archips;Arctonotus;Aricia;Aristotelia;Arta;Aseptis;Atalopedes;Atlides;Autographa;Axenus;Bactra;Battus;Behrensia;Blastobasis;Bombus;Bondia;Brephidium;Caenurgina;Callophrys;Caradrina;Caripeta;Catabena;Catocala;Celastrina;Ceratina;Cercyonis;Chionodes;Chlorochlamys;Chlosyne;Choristoneura;Choristostigma;Chytonix;Cissusa;Cisthene;Coelopoeta;Coenonympha;Colias;Cosmia;Crambus;Croesia;Cucullia;Cupido;Cyclophora;Cydia;Danaus;Dargida;Dasypyga;Decantha;Decodes;Diastictis fracturalis;Dichagyris;Dichorda;Dicymolomia;Dioryctria;Drasteria;Drepanulatrix;Dysstroma;Egira;Emmelina;Ephestia;Ephestiodes;Epinotia;Epirrhoe;Episcythrastis;Erannis;Erynnis;Ethmia;Etiella;Euceratia;Euchlaena;Euchloe;Euchromius;Euclidia;Eucosma;Eudonia;Eudrepanulatrix;Eumicremma;Euphydryas;Eupithecia;Eustroma;Euxoa;Euzophera;Evergestis;Evippe;Exoteleia;Feralia;Gabriola;Galleria;Givira;Glaucopsyche;Grapholita;Habrodais;Habropoda;Halictus;Heliopetes;Heliothis;Heliothodes;Hellinsia;Hellula;Hemaris;Hemeroplanis;Henricus;Hesperia;Hesperumia;Homoeosoma;Homoglaea;Homorthodes;Honora;Hyalophora;Hydriomena;Hylaeus;Hylephila;Hyles;Hypena;Hyphantria;Hypoplesia;Idaea;Idia;Itame;Junonia;Lacinipolia;Leptarctia;Leptostales;Leucania;Limenitis;Lineodes;Lithophane;Lycaena;Macrotheca;Malacosoma;Mecyna;Megachile;Meganola;Melanolophia;Melipotis;Mesogona;Mimorista;Mimoschinia;Mirificarma;Mycterophora;Mythimna;Nadata;Nasusina;Nedra;Nemapogon;Nematocampa;Nemoria;Neoalcis;Nola;Nymphalis;Ochlodes;Oligia;Oncocnemis;Operophtera;Orgyia;Orthonama;Orthosia;Osmia;Paleacrita;Panthea;Panurginus;Papilio;Parabagrotis;Parapediasia;Peridroma;Perigonica;Perizoma;Pero;Petrophila;Petrova;Phigalia;Phobolosia;Phobus;Phryganidia;Phyciodes;Phycitodes;Phyllodesma;Pieris;Platynota;Platypolia;Plebejus;Pleromella;Pleromelloida;Pleurota;Plutella;Poanes;Polygonia;Pontia;Prionoxystus;Prochoerodes;Properigea;Proserpinus;Protitame;Protoperigea;Protorthodes;Proxenus;Psaphida;Pseudeva;Pseudexentera;Pseudobryomima;Pseudohemihyalea;Pyralis;Pyrausta;Pyrgus;Quasisalebria;Recurvaria;Rhyacionia;Sabulodes;Saturnia;Satyrium;Schinia;Schizura;Sciota;Scopula;Semiothisa;Sericosema;Sicya;Sosipatra;Spargania;Sparganothis;Speyeria;Sphinx;Spilosoma;Spodoptera;Stamnoctenis;Stamnodes;Strymon;Symmoca;Sympistis;Synanthedon;Synaxis;Synchlora;Synhalonia;Teleiopsis;Telethusia;Telphusa;Tetanolita;Thorybes;Tinea;Tolype;Trichoplusia;Trichopteryx;Trichoptilus;Triocnemis;Triphosa;Udea;Uresiphita;Vanessa;Venusia;Vitula;Walshia;Xanthorhoe;Xenolechia;Xestia;Xylocopa;Ypsolopha;Zale;Zeiraphera;Zenophleps;Zosteropoda;Zotheca,0,7,299,0%,0%
106,Quail_Ridge,Streptophyta,Order,Apiales;Asterales;Brassicales;Caryophyllales;Ericales;Fabales;Fagales;Geraniales;Lamiales;Malpighiales;Pinales;Poales;Ranunculales,Bryales;Desmidiales;Dicranales;Fossombroniales;Hypnales;Klebsormidiales;Polytrichales;Porellales;Pottiales;Zygnematales,Alismatales;Asparagales;Boraginales;Cucurbitales;Dipsacales;Gentianales;Laurales;Liliales;Malvales;Myrtales;Piperales;Polypodiales;Rosales;Santalales;Sapindales;Saxifragales;Solanales;Vitales,13,10,18,42%,57%
107,Quail_Ridge,Streptophyta,Family,Apiaceae;Asteraceae;Brassicaceae;Caryophyllaceae;Ericaceae;Euphorbiaceae;Fabaceae;Fagaceae;Geraniaceae;Juglandaceae;Lamiaceae;Pinaceae;Plantaginaceae;Poaceae;Primulaceae;Ranunculaceae,Brachytheciaceae;Bryaceae;Fissidentaceae;Fossombroniaceae;Gonatozygaceae;Klebsormidiaceae;Lejeuneaceae;Leskeaceae;Leucobryaceae;Mesotaeniaceae;Polytrichaceae;Porellaceae;Pottiaceae,Adoxaceae;Amaranthaceae;Amaryllidaceae;Anacardiaceae;Apocynaceae;Aristolochiaceae;Asparagaceae;Boraginaceae;Campanulaceae;Caprifoliaceae;Cistaceae;Convolvulaceae;Crassulaceae;Cucurbitaceae;Cyperaceae;Dryopteridaceae;Gentianaceae;Grossulariaceae;Haloragaceae;Heliotropiaceae;Hydrophyllaceae;Iridaceae;Juncaceae;Lauraceae;Liliaceae;Lythraceae;Malvaceae;Melanthiaceae;Molluginaceae;Montiaceae;Moraceae;Namaceae;Oleaceae;Onagraceae;Orobanchaceae;Papaveraceae;Phrymaceae;Polemoniaceae;Polygonaceae;Potamogetonaceae;Pteridaceae;Rhamnaceae;Rosaceae;Rubiaceae;Sapindaceae;Saxifragaceae;Scrophulariaceae;Simaroubaceae;Solanaceae;Typhaceae;Verbenaceae;Viscaceae;Vitaceae,16,13,53,23%,55%
108,Quail_Ridge,Streptophyta,Genus,Achillea;Achyrachaena;Anagallis;Arctostaphylos;Avena;Cardamine;Daucus;Festuca;Geranium;Juglans;Lolium;Lotus;Micropus;Pinus;Plantago;Poa;Quercus;Ranunculus;Torilis;Trifolium;Vicia,Anomobryum;Arbutus;Bryum;Campylopus;Catapodium;Centromadia;Claopodium;Cyclolejeunea;Echinopogon;Fissidens;Fossombronia;Gemmabryum;Gonatozygon;Interfilum;Klebsormidium;Leucobryum;Logfia;Osteospermum;Polycarpon;Polytrichum;Porella;Primula;Ptychostomum;Rosulabryum;Roya;Sphenopus;Trichostomum,Acer;Adenostoma;Adiantum;Aegilops;Aesculus;Agoseris;Agrostis;Ailanthus;Aira;Allium;Allophyllum;Amaranthus;Amsinckia;Angelica;Antirrhinum;Aphanes;Apiastrum;Aristolochia;Asclepias;Aster;Athysanus;Baccharis;Barbarea;Brachypodium;Briza;Brodiaea;Bromus;Calandrinia;Calochortus;Calystegia;Camissonia;Capsella;Carduus;Carex;Castilleja;Ceanothus;Centaurea;Centaurium;Cerastium;Cercis;Cercocarpus;Chamaesyce;Chlorogalum;Cirsium;Clarkia;Claytonia;Clematis;Collinsia;Crassula;Croton;Cynoglossum;Cynosurus;Cyperus;Datura;Delphinium;Dichelostemma;Dodecatheon;Draba;Dryopteris;Dudleya;Eleocharis;Elymus;Emmenanthe;Epilobium;Eragrostis;Eriodictyon;Eriophyllum;Erodium;Eschscholzia;Euphorbia;Ficus;Filago;Fraxinus;Fritillaria;Galium;Gastridium;Gilia;Githopsis;Glinus;Gnaphalium;Helianthella;Helianthemum;Heliotropium;Hemizonia;Heteromeles;Holodiscus;Hordeum;Hypochaeris;Iris;Juncus;Koeleria;Lactuca;Lagophylla;Lasthenia;Lathyrus;Leontodon;Lepechinia;Lepidium;Linanthus;Linaria;Lithophragma;Lomatium;Lupinus;Lythrum;Madia;Marah;Matricaria;Medicago;Melica;Mentha;Mimulus;Morus;Myriophyllum;Narcissus;Nassella;Navarretia;Nemophila;Nicotiana;Pectocarya;Pedicularis;Pellaea;Pentachaeta;Pentagramma;Perideridia;Petrorhagia;Phoradendron;Phyla;Plagiobothrys;Plectritis;Pogogyne;Polypogon;Potamogeton;Potentilla;Prunus;Psilocarphus;Pterostegia;Rafinesquia;Rhamnus;Rhus;Ribes;Rigiopappus;Rosa;Rumex;Sagina;Salvia;Sambucus;Sanicula;Saxifraga;Scandix;Scrophularia;Scutellaria;Senecio;Sidalcea;Silene;Sisyrinchium;Solanum;Sonchus;Stachys;Stellaria;Stephanomeria;Symphoricarpos;Taeniatherum;Thysanocarpus;Toxicodendron;Triphysaria;Triteleia;Typha;Umbellularia;Uropappus;Veronica;Vitis;Wyethia;Yabea;Zigadenus,21,27,174,11%,44%
